Time (ms),Main Avg Current (mA)
0.00,3.878
0.20,3.98
0.40,3.908
0.60,4.298
0.80,4.226
1.00,4.226
1.20,4.226
1.40,4.248
1.60,4.328
1.80,4.438
2.00,4.48
2.20,4.428
2.40,4.422
2.60,4.46
2.80,4.368
3.00,4.358
3.20,4.518
3.40,4.428
3.60,4.456
3.80,4.412
4.00,4.474
4.20,4.372
4.40,32.29
4.60,43.5
4.80,44.5
5.00,45
5.20,45
5.40,44.5
5.60,44.5
5.80,44.5
6.00,44.5
6.20,44.5
6.40,44.5
6.60,44.5
6.80,45
7.00,45
7.20,45
7.40,45
7.60,45
7.80,42
8.00,42.5
8.20,42.5
8.40,42
8.60,42
8.80,42.5
9.00,42.5
9.20,42
9.40,42.5
9.60,42
9.80,42
10.00,42
10.20,42.5
10.40,42
10.60,42.5
10.80,42
11.00,43
11.20,45
11.40,45
11.60,45
11.80,45
12.00,45
12.20,44.5
12.40,44.5
12.60,45
12.80,45
13.00,45
13.20,45
13.40,45
13.60,45
13.80,45
14.00,45
14.20,42
14.40,42
14.60,42
14.80,42
15.00,42
15.20,42
15.40,42.5
15.60,42
15.80,42
16.00,42.5
16.20,42
16.40,42.5
16.60,42
16.80,42.5
17.00,42
17.20,42.5
17.40,43
17.60,44.5
17.80,45
18.00,45
18.20,45
18.40,44.5
18.60,44.5
18.80,45
19.00,44.5
19.20,44
19.40,44.5
19.60,45
19.80,45
20.00,45
20.20,44.5
20.40,45
20.60,42.5
20.80,42
21.00,42.5
21.20,43.5
21.40,41.5
21.60,42.5
21.80,42.5
22.00,42.5
22.20,42.5
22.40,42.5
22.60,42.5
22.80,42.5
23.00,42.5
23.20,42.5
23.40,42.5
23.60,42
23.80,43
24.00,45
24.20,45
24.40,45
24.60,45
24.80,45
25.00,44.5
25.20,45
25.40,44.5
25.60,44.5
25.80,44.5
26.00,45
26.20,45
26.40,45
26.60,45
26.80,45
27.00,42.5
27.20,42.5
27.40,42.5
27.60,42.5
27.80,42.5
28.00,42.5
28.20,42.5
28.40,42.5
28.60,42.5
28.80,42.5
29.00,42.5
29.20,42.5
29.40,42.5
29.60,42.5
29.80,42.5
30.00,42.5
30.20,43
30.40,41.5
30.60,13.914
30.80,1.476
31.00,4.568
31.20,5.128
31.40,3.256
31.60,2.956
31.80,4.262
32.00,4.138
32.20,3.678
32.40,3.586
32.60,3.788
32.80,3.92
33.00,3.776
33.20,3.776
33.40,3.74
33.60,3.858
33.80,3.792
34.00,3.766
34.20,3.81
34.40,3.774
34.60,3.722
34.80,3.804
35.00,3.886
35.20,3.702
35.40,3.864
35.60,3.776
35.80,3.798
36.00,3.844
36.20,3.87
36.40,3.674
36.60,3.832
36.80,3.834
37.00,3.804
37.20,3.886
37.40,3.702
37.60,3.774
37.80,3.806
38.00,3.856
38.20,3.756
38.40,3.806
38.60,3.834
38.80,3.768
39.00,3.81
39.20,3.81
39.40,3.798
39.60,3.818
39.80,3.792
40.00,3.788
40.20,3.762
40.40,3.806
40.60,3.806
40.80,3.724
41.00,3.854
41.20,3.782
41.40,3.806
41.60,3.828
41.80,3.8
42.00,3.836
42.20,3.79
42.40,3.732
42.60,3.812
42.80,3.784
43.00,3.842
43.20,3.762
43.40,3.81
43.60,3.82
43.80,3.8
44.00,3.788
44.20,3.784
44.40,3.806
44.60,3.836
44.80,3.746
45.00,3.804
45.20,3.81
45.40,3.798
45.60,3.748
45.80,3.746
46.00,3.888
46.20,3.79
46.40,3.746
46.60,3.792
46.80,3.832
47.00,3.762
47.20,3.84
47.40,3.844
47.60,3.754
47.80,3.7
48.00,3.88
48.20,3.788
48.40,3.814
48.60,3.76
48.80,3.792
49.00,3.884
49.20,3.782
49.40,3.766
49.60,3.776
49.80,3.796
50.00,3.856
50.20,3.832
50.40,3.774
50.60,3.818
50.80,3.726
51.00,3.856
51.20,3.812
51.40,3.756
51.60,3.84
51.80,3.68
52.00,3.818
52.20,3.828
52.40,3.826
52.60,3.718
52.80,3.792
53.00,3.832
53.20,3.724
53.40,3.798
53.60,3.884
53.80,3.734
54.00,3.844
54.20,3.88
54.40,3.672
54.60,3.776
54.80,3.876
55.00,3.81
55.20,3.776
55.40,3.722
55.60,3.8
55.80,3.844
56.00,3.84
56.20,3.79
56.40,3.76
56.60,3.77
56.80,3.77
57.00,3.762
57.20,3.886
57.40,3.754
57.60,3.814
57.80,3.746
58.00,3.792
58.20,3.828
58.40,3.688
58.60,3.84
58.80,3.864
59.00,3.756
59.20,3.77
59.40,3.804
59.60,3.8
59.80,3.784
60.00,3.832
60.20,3.876
60.40,3.778
60.60,3.752
60.80,3.766
61.00,3.812
61.20,3.81
61.40,3.826
61.60,3.768
61.80,3.746
62.00,3.848
62.20,3.796
62.40,3.776
62.60,3.8
62.80,3.818
63.00,3.814
63.20,3.812
63.40,3.79
63.60,3.82
63.80,3.788
64.00,3.818
64.20,3.732
64.40,3.894
64.60,3.768
64.80,3.766
65.00,3.842
65.20,3.782
65.40,3.784
65.60,3.814
65.80,3.76
66.00,3.546
66.20,3.91
66.40,3.908
66.60,3.784
66.80,3.688
67.00,3.77
67.20,3.888
67.40,3.854
67.60,3.762
67.80,3.778
68.00,3.79
68.20,3.892
68.40,3.804
68.60,3.752
68.80,3.806
69.00,3.782
69.20,3.776
69.40,3.872
69.60,3.708
69.80,3.74
70.00,3.876
70.20,3.782
70.40,3.762
70.60,3.806
70.80,3.822
71.00,3.82
71.20,3.768
71.40,3.85
71.60,3.782
71.80,3.732
72.00,3.832
72.20,3.826
72.40,3.796
72.60,3.804
72.80,3.862
73.00,3.734
73.20,3.798
73.40,3.76
73.60,3.822
73.80,3.826
74.00,3.776
74.20,3.776
74.40,3.798
74.60,3.862
74.80,3.748
75.00,3.756
75.20,3.87
75.40,3.82
75.60,3.708
75.80,3.798
76.00,3.718
76.20,3.872
76.40,3.812
