Time (ms),Main Avg Current (mA)
0.00,3.842
0.20,3.874
0.40,3.912
0.60,3.882
0.80,3.868
1.00,3.836
1.20,3.908
1.40,3.9
1.60,3.934
1.80,3.83
2.00,3.86
2.20,3.908
2.40,3.894
2.60,3.896
2.80,3.888
3.00,3.916
3.20,3.944
3.40,3.8
3.60,3.866
3.80,3.926
4.00,3.872
4.20,3.904
4.40,3.878
4.60,3.922
4.80,3.908
5.00,3.842
5.20,3.874
5.40,3.916
5.60,3.874
5.80,3.894
6.00,3.85
6.20,3.858
6.40,3.888
6.60,3.908
6.80,3.91
7.00,3.926
7.20,3.816
7.40,3.822
7.60,3.866
7.80,3.924
8.00,3.866
8.20,3.896
8.40,3.846
8.60,3.88
8.80,3.858
9.00,3.844
9.20,3.9
9.40,3.842
9.60,3.85
9.80,3.916
10.00,3.864
10.20,3.85
10.40,3.844
10.60,3.86
10.80,3.902
11.00,3.82
11.20,3.838
11.40,3.824
11.60,3.924
11.80,3.838
12.00,3.846
12.20,3.838
12.40,3.91
12.60,3.882
12.80,3.852
13.00,3.824
13.20,3.858
13.40,3.82
13.60,3.882
13.80,3.9
14.00,3.852
14.20,3.778
14.40,3.89
14.60,3.872
14.80,3.886
15.00,3.866
15.20,3.922
15.40,3.834
15.60,3.812
15.80,3.868
16.00,3.904
16.20,3.888
16.40,3.874
16.60,3.838
16.80,3.842
17.00,3.886
17.20,3.926
17.40,3.886
17.60,3.86
17.80,3.852
18.00,3.85
18.20,3.894
18.40,3.89
18.60,3.918
18.80,3.842
19.00,3.912
19.20,3.872
19.40,3.894
19.60,3.868
19.80,3.96
20.00,3.888
20.20,3.856
20.40,3.864
20.60,3.89
20.80,3.878
21.00,3.89
21.20,3.91
21.40,3.86
21.60,3.866
21.80,3.916
22.00,3.888
22.20,3.866
22.40,3.83
22.60,3.872
22.80,3.926
23.00,3.882
23.20,3.864
23.40,3.894
23.60,3.938
23.80,3.842
24.00,3.866
24.20,3.86
24.40,3.896
24.60,3.882
24.80,3.834
25.00,3.916
25.20,3.85
25.40,3.878
25.60,3.858
25.80,3.808
26.00,3.86
26.20,3.872
26.40,3.896
26.60,3.866
26.80,3.89
27.00,3.82
27.20,3.882
27.40,3.894
27.60,3.872
27.80,3.828
28.00,3.812
28.20,3.868
28.40,3.916
28.60,3.816
28.80,3.856
29.00,3.864
29.20,3.836
29.40,3.868
29.60,3.882
29.80,3.806
30.00,3.842
30.20,3.888
30.40,3.882
30.60,3.846
30.80,3.852
31.00,3.868
31.20,3.868
31.40,3.856
31.60,3.868
31.80,3.842
32.00,3.834
32.20,3.91
32.40,3.866
32.60,3.9
32.80,3.838
33.00,3.846
33.20,3.852
33.40,3.89
33.60,3.882
33.80,3.886
34.00,3.916
34.20,3.864
34.40,3.878
34.60,3.872
34.80,3.918
35.00,3.882
35.20,3.824
35.40,3.878
35.60,3.94
35.80,3.89
36.00,3.878
36.20,3.88
36.40,3.85
36.60,3.924
36.80,3.924
37.00,3.866
37.20,3.882
37.40,3.874
37.60,3.932
37.80,3.894
38.00,3.904
38.20,3.86
38.40,3.828
38.60,3.882
38.80,3.924
39.00,3.888
39.20,3.916
39.40,3.778
39.60,3.9
39.80,3.91
40.00,3.864
40.20,3.878
40.40,3.874
40.60,3.882
40.80,3.88
41.00,3.882
41.20,3.866
41.40,3.882
41.60,3.852
41.80,3.802
42.00,3.962
42.20,3.856
42.40,3.864
42.60,3.904
42.80,3.846
43.00,3.866
43.20,3.844
43.40,3.894
43.60,3.836
43.80,3.844
44.00,3.866
44.20,3.834
44.40,3.82
44.60,3.864
44.80,3.9
45.00,3.922
45.20,3.814
45.40,3.772
45.60,3.864
45.80,3.912
46.00,3.844
46.20,3.838
46.40,3.856
46.60,3.908
46.80,3.838
47.00,3.846
47.20,3.83
47.40,3.89
47.60,3.888
47.80,3.874
48.00,3.852
48.20,3.888
48.40,3.85
48.60,3.842
48.80,3.842
49.00,3.866
49.20,3.86
49.40,3.878
49.60,3.88
49.80,3.896
50.00,3.886
50.20,3.874
50.40,3.816
50.60,3.838
50.80,3.922
51.00,3.882
51.20,3.864
51.40,3.86
51.60,3.904
51.80,3.894
52.00,3.9
52.20,3.89
52.40,3.864
52.60,3.896
52.80,3.934
53.00,3.842
53.20,3.902
53.40,3.916
53.60,3.878
53.80,3.886
54.00,3.93
54.20,3.868
54.40,3.836
54.60,3.85
54.80,3.888
55.00,3.932
55.20,3.924
55.40,3.816
55.60,3.904
55.80,3.926
56.00,3.836
56.20,3.86
56.40,3.888
56.60,3.932
56.80,3.872
57.00,3.844
57.20,3.882
57.40,3.886
57.60,3.886
57.80,3.874
58.00,3.896
58.20,3.82
58.40,3.908
58.60,3.894
58.80,3.82
59.00,3.85
59.20,3.89
59.40,3.874
59.60,3.828
59.80,3.852
60.00,3.9
60.20,3.868
60.40,3.902
60.60,3.85
60.80,3.812
61.00,3.834
61.20,3.896
61.40,3.85
61.60,3.838
61.80,3.836
62.00,3.904
62.20,3.85
62.40,3.844
62.60,3.792
62.80,3.874
63.00,3.922
63.20,3.83
63.40,3.864
63.60,3.844
63.80,3.858
64.00,3.894
64.20,3.816
64.40,3.844
64.60,3.88
64.80,3.896
65.00,3.812
65.20,3.882
65.40,3.902
65.60,3.828
65.80,3.824
66.00,3.844
66.20,3.938
66.40,3.926
66.60,3.824
66.80,3.852
67.00,3.82
67.20,3.882
67.40,3.902
67.60,3.868
67.80,3.878
68.00,3.904
68.20,3.85
68.40,3.888
68.60,3.924
68.80,3.852
69.00,3.916
69.20,3.842
69.40,3.886
69.60,3.922
69.80,3.894
70.00,3.842
70.20,3.94
70.40,3.86
70.60,3.894
70.80,3.908
71.00,3.882
71.20,3.882
71.40,3.82
71.60,3.894
71.80,3.894
72.00,3.9
72.20,3.9
72.40,3.894
72.60,3.868
72.80,3.882
73.00,3.878
73.20,3.902
73.40,3.874
73.60,3.902
73.80,3.89
74.00,3.864
74.20,3.816
74.40,3.894
74.60,3.836
74.80,3.938
75.00,3.902
75.20,3.896
75.40,3.768
75.60,3.888
75.80,3.888
76.00,3.83
76.20,3.852
76.40,3.888
76.60,3.866
76.80,3.858
77.00,3.842
77.20,3.824
77.40,3.886
77.60,3.872
77.80,3.878
78.00,3.846
78.20,3.822
78.40,3.836
78.60,3.846
78.80,3.882
79.00,3.89
79.20,3.814
79.40,3.814
79.60,3.902
79.80,3.864
80.00,3.878
80.20,3.812
80.40,3.866
80.60,3.882
80.80,3.86
81.00,3.858
81.20,3.91
81.40,3.864
81.60,3.844
81.80,3.792
82.00,3.86
