Time (ms),Main Avg Current (mA)
0.00,5.78
0.20,5.692
0.40,5.734
0.60,5.7
0.80,5.716
1.00,5.708
1.20,5.756
1.40,5.728
1.60,5.684
1.80,5.75
2.00,5.706
2.20,5.712
2.40,5.708
2.60,5.75
2.80,5.756
3.00,5.72
3.20,5.802
3.40,5.624
3.60,5.684
3.80,5.73
4.00,5.73
4.20,5.752
4.40,5.714
4.60,5.756
4.80,5.676
5.00,5.728
5.20,5.76
5.40,5.7
5.60,5.724
5.80,5.712
6.00,5.76
6.20,5.7
6.40,5.67
6.60,5.724
6.80,5.742
7.00,5.684
7.20,5.742
7.40,5.756
7.60,5.722
7.80,5.684
8.00,5.742
8.20,5.72
8.40,5.706
8.60,5.724
8.80,5.736
9.00,5.752
9.20,5.684
9.40,5.742
9.60,5.69
9.80,5.702
10.00,5.712
10.20,5.764
10.40,5.702
10.60,5.736
10.80,5.728
11.00,5.738
11.20,5.702
11.40,5.72
11.60,5.68
11.80,5.706
12.00,5.728
12.20,5.736
12.40,5.714
12.60,5.708
12.80,5.708
13.00,5.73
13.20,5.774
13.40,5.69
13.60,5.716
13.80,5.716
14.00,5.728
14.20,5.702
14.40,5.73
14.60,5.69
14.80,5.692
15.00,5.702
15.20,5.758
15.40,5.706
15.60,5.712
15.80,5.75
16.00,5.742
16.20,5.706
16.40,5.678
16.60,5.716
16.80,5.782
17.00,5.692
17.20,5.708
17.40,5.694
17.60,5.728
17.80,5.746
18.00,5.73
18.20,5.712
18.40,5.734
18.60,5.73
18.80,5.72
19.00,5.698
19.20,5.708
19.40,5.724
19.60,5.72
19.80,5.73
20.00,5.714
20.20,5.714
20.40,5.734
20.60,5.744
20.80,5.736
21.00,5.72
21.20,5.8
21.40,5.656
21.60,5.756
21.80,5.706
22.00,5.7
22.20,5.712
22.40,5.708
22.60,5.728
22.80,5.698
23.00,5.736
23.20,5.744
23.40,5.694
23.60,5.746
23.80,5.716
24.00,5.712
24.20,5.734
24.40,5.716
24.60,5.706
24.80,5.756
25.00,5.708
25.20,5.724
25.40,5.734
25.60,5.708
25.80,5.722
26.00,5.712
26.20,5.72
26.40,5.728
26.60,5.758
26.80,5.698
27.00,5.716
27.20,5.706
27.40,5.712
27.60,5.698
27.80,5.758
28.00,5.716
28.20,5.752
28.40,5.7
28.60,5.738
28.80,5.724
29.00,5.73
29.20,5.722
29.40,5.714
29.60,5.68
29.80,5.728
30.00,5.684
30.20,5.766
30.40,5.706
30.60,5.692
30.80,5.758
31.00,5.72
31.20,5.708
31.40,5.75
31.60,5.72
31.80,5.712
32.00,5.738
32.20,5.766
32.40,5.706
32.60,5.734
32.80,5.76
33.00,5.708
33.20,5.722
33.40,5.69
33.60,5.69
33.80,5.716
34.00,5.694
34.20,5.734
34.40,5.716
34.60,5.736
34.80,5.752
35.00,5.714
35.20,5.664
35.40,5.736
35.60,5.73
35.80,5.746
36.00,5.702
36.20,5.72
36.40,5.734
36.60,5.734
36.80,5.722
37.00,5.722
37.20,5.698
37.40,5.724
37.60,5.744
37.80,5.708
38.00,5.702
38.20,5.73
38.40,5.742
38.60,5.758
38.80,5.736
39.00,5.712
39.20,5.774
39.40,5.65
39.60,5.724
39.80,5.734
40.00,5.722
40.20,5.706
40.40,5.75
40.60,5.742
40.80,5.68
41.00,5.736
41.20,5.714
41.40,5.742
41.60,5.698
41.80,5.724
42.00,5.76
42.20,5.716
42.40,5.716
42.60,5.712
42.80,5.738
43.00,5.702
43.20,5.724
43.40,5.72
43.60,5.678
43.80,5.702
44.00,5.758
44.20,5.738
44.40,5.728
44.60,5.756
44.80,5.686
45.00,5.734
45.20,5.69
45.40,5.712
45.60,5.73
45.80,5.694
46.00,5.7
46.20,5.772
46.40,5.706
46.60,5.724
46.80,5.734
47.00,5.73
47.20,5.668
47.40,5.702
47.60,5.764
47.80,5.698
48.00,5.694
48.20,5.714
48.40,5.7
48.60,5.768
48.80,5.736
49.00,5.706
49.20,5.722
49.40,5.746
49.60,5.69
49.80,5.708
50.00,5.712
50.20,5.694
50.40,5.742
50.60,5.724
50.80,5.722
51.00,5.69
51.20,5.764
51.40,5.724
51.60,5.724
51.80,5.734
52.00,5.694
52.20,5.728
52.40,5.7
52.60,5.702
52.80,5.75
53.00,5.708
53.20,5.778
53.40,5.7
53.60,5.72
53.80,5.706
54.00,5.708
54.20,5.744
54.40,5.714
54.60,5.712
54.80,5.722
55.00,5.764
55.20,5.714
55.40,5.694
55.60,5.734
55.80,5.694
56.00,5.728
56.20,5.698
56.40,5.764
56.60,5.744
56.80,5.728
57.00,5.69
57.20,5.816
57.40,5.642
57.60,5.738
57.80,5.738
58.00,5.724
58.20,5.73
58.40,5.73
58.60,5.7
58.80,5.698
59.00,5.722
59.20,5.728
59.40,5.694
59.60,5.722
59.80,5.708
60.00,5.764
60.20,5.708
60.40,5.692
60.60,5.702
60.80,5.716
61.00,5.742
61.20,5.708
61.40,5.706
61.60,5.724
61.80,5.742
62.00,5.72
62.20,5.72
62.40,5.706
62.60,5.716
62.80,5.684
63.00,5.756
63.20,5.706
63.40,5.76
63.60,5.698
63.80,5.742
64.00,5.752
64.20,5.744
