Time (ms),Main Avg Current (mA)
0.00,45
0.20,45
0.40,44.5
0.60,45
0.80,45
1.00,45
1.20,44.5
1.40,45
1.60,45
1.80,45
2.00,45
2.20,44.5
2.40,45
2.60,45
2.80,45
3.00,45
3.20,45.5
3.40,44
3.60,45
3.80,45
4.00,44.5
4.20,45
4.40,44.5
4.60,45
4.80,45
5.00,45
5.20,44.5
5.40,45
5.60,45
5.80,44.5
6.00,45
6.20,45
6.40,45
6.60,45
6.80,44.5
7.00,45
7.20,44.5
7.40,45
7.60,45
7.80,45
8.00,45
8.20,45
8.40,45
8.60,45
8.80,44.5
9.00,45
9.20,45
9.40,44.5
9.60,45.5
9.80,44.5
10.00,45
10.20,44.5
10.40,45
10.60,45
10.80,45
11.00,45
11.20,45
11.40,45
11.60,45
11.80,45
12.00,45
12.20,45
12.40,45
12.60,45
12.80,45
13.00,45
13.20,45
13.40,45
13.60,45
13.80,44.5
14.00,44.5
14.20,45
14.40,44.5
14.60,45
14.80,45
15.00,45
15.20,44.5
15.40,44.5
15.60,45
15.80,45
16.00,45
16.20,45
16.40,44.5
16.60,45
16.80,45
17.00,45
17.20,44
17.40,45
17.60,45
17.80,44.5
18.00,45
18.20,45
18.40,45
18.60,45
18.80,44.5
19.00,45
19.20,45
19.40,45
19.60,44.5
19.80,45
20.00,45
20.20,44.5
20.40,45
20.60,44.5
20.80,44.5
21.00,45
21.20,45.5
21.40,44
21.60,45
21.80,44.5
22.00,45
22.20,44.5
22.40,45
22.60,45
22.80,45
23.00,44.5
23.20,45
23.40,45
23.60,45
23.80,44
24.00,45
24.20,45
24.40,45
24.60,44.5
24.80,45
25.00,45
25.20,45
25.40,45
25.60,45
25.80,45
26.00,45
26.20,45
26.40,45
26.60,45
26.80,45
27.00,44.5
27.20,44.5
27.40,45
27.60,45
27.80,44.5
28.00,45
28.20,45
28.40,45
28.60,44.5
28.80,45
29.00,45
29.20,44.5
29.40,44.5
29.60,45
29.80,45
30.00,45
30.20,44.5
30.40,45
30.60,44.5
30.80,44.5
31.00,44.5
31.20,45
31.40,44.5
31.60,45
31.80,44.5
32.00,45
32.20,44.5
32.40,45
32.60,45
32.80,44.5
33.00,45
33.20,44.5
33.40,44.5
33.60,45
33.80,44.5
34.00,45
34.20,45
34.40,45
34.60,45
34.80,45
35.00,45
35.20,44.5
35.40,45
35.60,44.5
35.80,45
36.00,45
36.20,45
36.40,45
36.60,45
36.80,45
37.00,45
37.20,45
37.40,45
37.60,45
37.80,44.5
38.00,45
38.20,45
38.40,44.5
38.60,45
38.80,45
39.00,45
39.20,45.5
39.40,43.5
39.60,45
39.80,45
40.00,45
40.20,45
40.40,45
40.60,45
40.80,44.5
41.00,45
41.20,44.5
41.40,45
41.60,44.5
41.80,45
42.00,45
42.20,44.5
42.40,45
42.60,44.5
42.80,45
43.00,45
43.20,45
43.40,45
43.60,45
43.80,44.5
44.00,45
44.20,44.5
44.40,45
44.60,45
44.80,45
45.00,45
45.20,44.5
45.40,45
45.60,45
45.80,45
46.00,45
46.20,44.5
46.40,45
46.60,44.5
46.80,45
47.00,45
47.20,45
47.40,45
47.60,45
47.80,45
48.00,45
48.20,45
48.40,45
48.60,45
48.80,44.5
49.00,45
49.20,44.5
49.40,44.5
49.60,45
49.80,45
50.00,45
50.20,45
50.40,45
50.60,44.5
50.80,44.5
51.00,45
51.20,45
51.40,45
51.60,45
51.80,45
52.00,45
52.20,45
52.40,45
52.60,45
52.80,45
53.00,45
53.20,45
53.40,44.5
53.60,45
53.80,44.5
54.00,45
54.20,45
54.40,44.5
54.60,45
54.80,45
55.00,45
55.20,45
55.40,44.5
55.60,45
55.80,45
56.00,45
56.20,45
56.40,44.5
56.60,45
56.80,45
57.00,45
57.20,45.5
57.40,44
57.60,45
57.80,45
58.00,45
58.20,45
58.40,44.5
58.60,45
58.80,45
59.00,45
59.20,45
59.40,44.5
59.60,45
59.80,44.5
60.00,45
60.20,45
60.40,45
60.60,44.5
60.80,45
61.00,45
61.20,45
61.40,45
61.60,45
61.80,44.5
62.00,45
62.20,44.5
62.40,45
62.60,45
62.80,45
63.00,45
63.20,44.5
63.40,45
63.60,44.5
63.80,45
64.00,45
64.20,44.5
64.40,45
64.60,45
64.80,44.5
65.00,44.5
65.20,44.5
65.40,45
65.60,45
65.80,45
66.00,45
66.20,45
66.40,44.5
66.60,45
66.80,45
67.00,45
67.20,45
67.40,45
67.60,45
67.80,45
68.00,45
68.20,45
68.40,45
68.60,45
68.80,45
69.00,45
69.20,45
69.40,45
69.60,44.5
69.80,45
70.00,45
70.20,45
70.40,44.5
70.60,45
70.80,45
71.00,45
71.20,44.5
71.40,45
71.60,44.5
71.80,45
72.00,45
72.20,45
72.40,45
72.60,44.5
72.80,45
73.00,44.5
73.20,45
73.40,45
73.60,45
73.80,45
74.00,45
74.20,45
74.40,45
74.60,45
74.80,45
75.00,45
75.20,45.5
75.40,43.5
75.60,44.5
75.80,45
76.00,45
76.20,44.5
76.40,45
76.60,45
76.80,45
77.00,45
77.20,44.5
77.40,45
77.60,44.5
77.80,44.5
78.00,45
78.20,44.5
78.40,45
78.60,45
78.80,45
79.00,45
79.20,45
79.40,45
79.60,45
79.80,45
80.00,45
80.20,44.5
80.40,44.5
80.60,45
80.80,44.5
81.00,45
81.20,45
81.40,45
81.60,45
81.80,44.5
82.00,45
82.20,45
82.40,45
82.60,45
82.80,45
83.00,45
83.20,44.5
83.40,45
83.60,45
83.80,45
84.00,45
84.20,45
84.40,44.5
84.60,45
84.80,45
85.00,45
85.20,45
85.40,45
85.60,45
85.80,44.5
86.00,45
86.20,45
86.40,45
86.60,45
86.80,45
87.00,45
87.20,44.5
87.40,44.5
87.60,45
87.80,45
88.00,45
88.20,44.5
88.40,45
88.60,45
88.80,45
89.00,45
89.20,45
89.40,45
89.60,45
89.80,45
90.00,45
90.20,45
90.40,45
90.60,45
90.80,45
91.00,45
91.20,44
91.40,45
91.60,45
91.80,45
92.00,45
92.20,45
92.40,45
92.60,45
92.80,45
93.00,44.5
93.20,45.5
93.40,44
93.60,45
93.80,44.5
94.00,45
94.20,45
94.40,45
94.60,45
94.80,45
95.00,45
95.20,45
95.40,45
95.60,44.5
95.80,45
96.00,45
96.20,45
96.40,45
96.60,45
96.80,45
97.00,45
97.20,45
97.40,44.5
97.60,45
97.80,45
98.00,44.5
98.20,45
98.40,44.5
98.60,45
98.80,45
99.00,45
99.20,44.5
99.40,44.5
99.60,45
99.80,44.5
100.00,45
100.20,44.5
100.40,45
100.60,45
100.80,44.5
101.00,45
101.20,45
101.40,44.5
101.60,45
101.80,44.5
102.00,45
102.20,44.5
102.40,45
102.60,44.5
102.80,44.5
103.00,45
103.20,44.5
103.40,44.5
103.60,45
103.80,45
104.00,45
104.20,44.5
104.40,44.5
104.60,45
104.80,45
105.00,45
105.20,45
105.40,45
105.60,45
105.80,44.5
106.00,45
106.20,44.5
106.40,45
106.60,45
106.80,45
107.00,45
107.20,44.5
107.40,45
107.60,45
107.80,45
108.00,45
108.20,45
108.40,45
108.60,45
108.80,45
109.00,45
109.20,45
109.40,45
109.60,45
109.80,44.5
110.00,45
110.20,45
110.40,44.5
110.60,45
110.80,45
111.00,45
111.20,45.5
111.40,44
111.60,45
111.80,44.5
112.00,45
112.20,44.5
112.40,45
112.60,45
112.80,45
113.00,45
113.20,45
113.40,45
113.60,45
113.80,44.5
114.00,45
114.20,44.5
114.40,45
114.60,45
114.80,44.5
115.00,45
115.20,45
115.40,45
115.60,45
115.80,44.5
116.00,45
116.20,44.5
116.40,44.5
116.60,45
116.80,44.5
117.00,45
117.20,45
117.40,45
117.60,45
117.80,45
118.00,45
118.20,45
118.40,45
118.60,45
118.80,45
119.00,45
119.20,45
119.40,45
119.60,45
119.80,45
120.00,45
120.20,45
120.40,45
