Time (ms),Main Avg Current (mA)
0.00,5.714
0.20,5.744
0.40,5.764
0.60,5.734
0.80,5.75
1.00,5.758
1.20,5.72
1.40,5.78
1.60,5.684
1.80,5.738
2.00,5.704
2.20,5.736
2.40,5.742
2.60,5.766
2.80,5.772
3.00,5.698
3.20,5.824
3.40,5.62
3.60,5.782
3.80,5.722
4.00,5.742
4.20,5.708
4.40,5.736
4.60,5.758
4.80,5.708
5.00,5.736
5.20,5.722
5.40,5.728
5.60,5.752
5.80,5.77
6.00,5.748
6.20,5.682
6.40,5.714
6.60,5.794
6.80,5.716
7.00,5.742
7.20,5.726
7.40,5.748
7.60,5.73
7.80,5.772
8.00,5.738
8.20,5.706
8.40,5.734
8.60,5.712
8.80,5.734
9.00,5.708
9.20,5.788
9.40,5.76
9.60,5.694
9.80,5.748
10.00,5.706
10.20,5.758
10.40,5.778
10.60,5.708
10.80,5.742
11.00,5.778
11.20,5.698
11.40,5.774
11.60,5.716
11.80,5.69
12.00,5.726
12.20,5.75
12.40,5.764
12.60,5.73
12.80,5.742
13.00,5.73
13.20,5.728
13.40,5.76
13.60,5.728
13.80,5.708
14.00,5.76
14.20,5.716
14.40,5.758
14.60,5.726
14.80,5.728
15.00,5.752
15.20,5.752
15.40,5.722
15.60,5.7
15.80,5.76
16.00,5.722
16.20,5.722
16.40,5.756
16.60,5.744
16.80,5.712
17.00,5.75
17.20,5.756
17.40,5.7
17.60,5.782
17.80,5.712
18.00,5.756
18.20,5.716
18.40,5.728
18.60,5.756
18.80,5.708
19.00,5.722
19.20,5.756
19.40,5.756
19.60,5.736
19.80,5.744
20.00,5.734
20.20,5.73
20.40,5.712
20.60,5.744
20.80,5.77
21.00,5.678
21.20,5.824
21.40,5.612
21.60,5.726
21.80,5.796
22.00,5.7
22.20,5.692
22.40,5.794
22.60,5.714
22.80,5.716
23.00,5.78
23.20,5.712
23.40,5.722
23.60,5.748
23.80,5.75
24.00,5.758
24.20,5.77
24.40,5.73
24.60,5.69
24.80,5.722
25.00,5.726
25.20,5.744
25.40,5.78
25.60,5.706
25.80,5.794
26.00,5.714
26.20,5.716
26.40,5.706
26.60,5.796
26.80,5.73
27.00,5.75
27.20,5.716
27.40,5.758
27.60,5.766
27.80,5.728
28.00,5.736
28.20,5.728
28.40,5.75
28.60,5.748
28.80,5.73
29.00,5.698
29.20,5.72
29.40,5.758
29.60,5.726
29.80,5.736
30.00,5.69
30.20,5.756
30.40,5.738
30.60,5.742
30.80,5.758
31.00,5.714
31.20,5.736
31.40,5.73
31.60,5.73
31.80,5.756
32.00,5.722
32.20,5.744
32.40,5.7
32.60,5.792
32.80,5.7
33.00,5.708
33.20,5.772
33.40,5.694
33.60,5.714
33.80,5.736
34.00,5.77
34.20,5.734
34.40,5.772
34.60,5.7
34.80,5.738
35.00,5.736
35.20,5.72
35.40,5.698
35.60,5.752
35.80,5.778
36.00,5.736
36.20,5.76
36.40,5.716
36.60,5.728
36.80,5.764
37.00,5.738
37.20,5.708
37.40,5.728
37.60,5.76
37.80,5.682
38.00,5.714
38.20,5.756
38.40,5.744
38.60,5.72
38.80,5.708
39.00,5.73
39.20,5.816
39.40,5.64
39.60,5.794
39.80,5.76
40.00,5.712
40.20,5.714
40.40,5.714
40.60,5.698
40.80,5.752
41.00,5.748
41.20,5.738
41.40,5.748
41.60,5.742
41.80,5.756
42.00,5.684
42.20,5.734
42.40,5.758
42.60,5.738
42.80,5.748
43.00,5.708
43.20,5.73
43.40,5.758
43.60,5.752
43.80,5.7
44.00,5.75
44.20,5.758
44.40,5.756
44.60,5.706
44.80,5.744
45.00,5.73
45.20,5.76
45.40,5.7
45.60,5.728
45.80,5.738
46.00,5.75
46.20,5.744
46.40,5.722
46.60,5.738
46.80,5.756
47.00,5.686
47.20,5.764
47.40,5.738
47.60,5.726
47.80,5.738
48.00,5.726
48.20,5.75
48.40,5.758
48.60,5.752
48.80,5.694
49.00,5.75
49.20,5.756
49.40,5.716
49.60,5.716
49.80,5.712
50.00,5.78
50.20,5.758
50.40,5.72
50.60,5.73
50.80,5.758
51.00,5.76
51.20,5.72
51.40,5.694
51.60,5.738
51.80,5.742
52.00,5.752
52.20,5.73
52.40,5.712
52.60,5.758
52.80,5.726
53.00,5.736
53.20,5.7
53.40,5.738
53.60,5.734
53.80,5.7
54.00,5.758
54.20,5.722
54.40,5.752
54.60,5.734
54.80,5.742
55.00,5.728
55.20,5.742
55.40,5.726
55.60,5.758
55.80,5.738
56.00,5.76
56.20,5.682
56.40,5.722
56.60,5.766
56.80,5.76
57.00,5.736
57.20,5.774
57.40,5.668
57.60,5.734
57.80,5.72
58.00,5.756
58.20,5.734
58.40,5.728
58.60,5.714
58.80,5.76
59.00,5.712
59.20,5.738
59.40,5.694
59.60,5.748
59.80,5.778
60.00,5.752
60.20,5.698
60.40,5.734
60.60,5.778
60.80,5.744
61.00,5.726
61.20,5.756
61.40,5.766
61.60,5.742
61.80,5.704
62.00,5.712
62.20,5.802
62.40,5.72
