Time (ms),Main Avg Current (mA)
0.00,4.656
0.20,4.7
0.40,4.656
0.60,4.568
0.80,4.64
1.00,4.634
1.20,4.668
1.40,4.664
1.60,4.656
1.80,4.62
2.00,4.632
2.20,4.628
2.40,4.69
2.60,4.646
2.80,4.656
3.00,4.69
3.20,4.726
3.40,4.616
3.60,4.632
3.80,4.562
4.00,4.632
4.20,4.714
4.40,4.662
4.60,4.66
4.80,4.668
5.00,4.654
5.20,4.624
5.40,4.648
5.60,4.69
5.80,4.648
6.00,4.59
6.20,4.738
6.40,4.66
6.60,4.694
6.80,4.654
7.00,4.646
7.20,4.624
7.40,4.62
7.60,4.612
7.80,4.672
8.00,4.64
8.20,4.678
8.40,4.664
8.60,4.62
8.80,4.65
9.00,4.646
9.20,4.686
9.40,4.65
9.60,4.624
9.80,4.654
10.00,4.686
10.20,4.616
10.40,4.682
10.60,4.612
10.80,4.672
11.00,4.64
11.20,4.64
11.40,4.65
11.60,4.692
11.80,4.684
12.00,4.642
12.20,4.668
12.40,4.598
12.60,4.66
12.80,4.682
13.00,4.676
13.20,4.654
13.40,4.616
13.60,4.67
13.80,4.65
14.00,4.692
14.20,4.604
14.40,4.672
14.60,4.67
14.80,4.672
15.00,4.656
15.20,4.668
15.40,4.624
15.60,4.646
15.80,4.664
16.00,4.67
16.20,4.594
16.40,4.686
16.60,4.682
16.80,4.628
17.00,4.638
17.20,4.656
17.40,4.634
17.60,4.654
17.80,4.646
18.00,4.676
18.20,4.678
18.40,4.656
18.60,4.628
18.80,4.72
19.00,4.642
19.20,4.634
19.40,4.65
19.60,4.686
19.80,4.654
20.00,4.642
20.20,4.69
20.40,4.602
20.60,4.65
20.80,4.628
21.00,4.668
21.20,4.716
21.40,4.568
21.60,4.684
21.80,4.638
22.00,4.648
22.20,4.694
22.40,4.662
22.60,4.634
22.80,4.662
23.00,4.642
23.20,4.692
23.40,4.618
23.60,4.682
23.80,4.672
24.00,4.656
24.20,4.694
24.40,4.602
24.60,4.624
24.80,4.712
25.00,4.632
25.20,4.698
25.40,4.632
25.60,4.656
25.80,4.664
26.00,4.64
26.20,4.676
26.40,4.612
26.60,4.668
26.80,4.656
27.00,4.628
27.20,4.624
27.40,4.686
27.60,4.67
27.80,4.62
28.00,4.682
