Time (ms),Main Avg Current (mA)
0.00,5.776
0.20,5.832
0.40,5.828
0.60,5.8
0.80,5.828
1.00,5.81
1.20,5.77
1.40,5.864
1.60,5.852
1.80,5.838
2.00,5.814
2.20,5.836
2.40,5.824
2.60,5.794
2.80,5.808
3.00,5.854
3.20,5.918
3.40,5.734
3.60,5.806
3.80,5.814
4.00,5.836
4.20,5.852
4.40,5.886
4.60,5.784
4.80,5.794
5.00,5.816
5.20,5.792
5.40,5.846
5.60,5.822
5.80,5.874
6.00,5.816
6.20,5.828
6.40,5.788
6.60,5.85
6.80,5.832
7.00,5.786
7.20,5.854
7.40,5.828
7.60,5.82
7.80,5.808
8.00,5.824
8.20,5.798
8.40,5.832
8.60,5.83
8.80,5.85
9.00,5.788
9.20,5.776
9.40,5.846
9.60,5.794
9.80,5.82
10.00,5.788
10.20,5.816
10.40,5.776
10.60,5.828
10.80,5.786
11.00,5.866
11.20,5.744
11.40,5.788
11.60,5.828
11.80,5.866
12.00,5.802
12.20,5.784
12.40,5.798
12.60,5.81
12.80,5.77
13.00,5.816
13.20,5.842
13.40,5.756
13.60,5.824
13.80,5.824
14.00,5.838
14.20,5.798
14.40,5.788
14.60,5.808
14.80,5.842
15.00,5.806
15.20,5.778
15.40,5.852
15.60,5.802
15.80,5.816
16.00,5.792
16.20,5.828
16.40,5.792
16.60,5.81
16.80,5.786
17.00,5.836
17.20,5.794
17.40,5.828
17.60,5.83
17.80,5.77
18.00,5.872
18.20,5.786
18.40,5.846
18.60,5.82
18.80,5.77
19.00,5.816
19.20,5.888
19.40,5.798
19.60,5.842
19.80,5.82
20.00,5.784
20.20,5.792
20.40,5.872
20.60,5.864
20.80,5.794
21.00,5.838
21.20,5.908
21.40,5.754
21.60,5.846
21.80,5.776
22.00,5.828
22.20,5.8
22.40,5.822
22.60,5.798
22.80,5.816
23.00,5.872
23.20,5.806
23.40,5.778
23.60,5.854
23.80,5.82
24.00,5.868
24.20,5.81
24.40,5.78
24.60,5.838
24.80,5.788
25.00,5.83
25.20,5.85
25.40,5.808
25.60,5.8
25.80,5.816
26.00,5.798
26.20,5.822
26.40,5.822
26.60,5.792
26.80,5.816
27.00,5.82
27.20,5.846
27.40,5.798
27.60,5.792
27.80,5.798
28.00,5.816
28.20,5.778
28.40,5.814
28.60,5.788
28.80,5.81
29.00,5.778
29.20,5.802
29.40,5.824
29.60,5.82
29.80,5.82
30.00,5.808
30.20,5.792
30.40,5.808
30.60,5.806
30.80,5.808
31.00,5.828
31.20,5.798
31.40,5.814
31.60,5.8
31.80,5.838
32.00,5.83
32.20,5.802
32.40,5.794
32.60,5.808
32.80,5.814
33.00,5.776
33.20,5.86
33.40,5.824
33.60,5.798
33.80,5.83
34.00,5.802
34.20,5.828
34.40,5.794
34.60,5.762
34.80,5.85
35.00,5.828
35.20,5.802
35.40,5.794
35.60,5.842
35.80,5.846
36.00,5.832
36.20,5.82
36.40,5.748
36.60,5.838
36.80,5.858
37.00,5.842
37.20,5.832
37.40,5.806
37.60,5.78
37.80,5.808
38.00,5.85
38.20,5.822
38.40,5.82
38.60,5.846
38.80,5.816
39.00,5.78
39.20,5.932
39.40,5.78
39.60,5.806
39.80,5.78
40.00,5.808
40.20,5.836
40.40,5.766
40.60,5.86
40.80,5.83
41.00,5.808
41.20,5.806
41.40,5.81
41.60,5.832
41.80,5.77
42.00,5.854
42.20,5.828
42.40,5.788
42.60,5.846
42.80,5.78
43.00,5.808
43.20,5.794
43.40,5.86
43.60,5.808
43.80,5.842
44.00,5.792
44.20,5.78
44.40,5.81
44.60,5.788
44.80,5.83
45.00,5.78
45.20,5.81
45.40,5.822
45.60,5.82
45.80,5.75
46.00,5.858
46.20,5.816
46.40,5.806
46.60,5.798
46.80,5.778
47.00,5.794
47.20,5.772
47.40,5.85
47.60,5.808
47.80,5.798
48.00,5.814
48.20,5.806
48.40,5.854
48.60,5.772
48.80,5.808
49.00,5.836
49.20,5.794
49.40,5.82
49.60,5.77
49.80,5.842
50.00,5.78
50.20,5.83
50.40,5.814
50.60,5.82
50.80,5.8
51.00,5.842
51.20,5.756
51.40,5.828
51.60,5.854
51.80,5.81
52.00,5.784
52.20,5.8
52.40,5.808
52.60,5.8
52.80,5.824
53.00,5.836
53.20,5.822
53.40,5.822
53.60,5.776
53.80,5.828
54.00,5.88
54.20,5.824
54.40,5.802
54.60,5.78
54.80,5.86
55.00,5.83
55.20,5.802
55.40,5.844
55.60,5.8
55.80,5.792
56.00,5.806
56.20,5.824
56.40,5.814
56.60,5.83
56.80,5.788
57.00,5.806
