Time (ms),Main Avg Current (mA)
79.40,3.876
79.60,3.888
79.80,3.922
80.00,3.844
80.20,3.934
80.40,3.802
80.60,3.868
80.80,3.884
81.00,3.91
81.20,3.888
81.40,3.882
81.60,3.832
81.80,3.932
82.00,3.866
82.20,3.898
82.40,3.836
82.60,3.896
82.80,3.918
83.00,3.906
83.20,3.86
83.40,3.882
83.60,3.836
83.80,3.822
84.00,3.928
84.20,3.936
84.40,3.874
84.60,3.816
84.80,3.882
85.00,3.816
85.20,3.868
85.40,3.94
85.60,3.876
85.80,3.882
86.00,3.878
86.20,3.92
86.40,3.852
86.60,3.876
86.80,3.898
87.00,3.862
87.20,3.874
87.40,3.846
87.60,3.91
87.80,3.918
88.00,3.878
88.20,3.87
88.40,3.81
88.60,3.9
88.80,3.9
89.00,3.854
89.20,3.876
89.40,3.878
89.60,3.888
89.80,3.922
90.00,3.844
90.20,3.836
90.40,3.932
90.60,3.862
90.80,3.852
91.00,3.892
91.20,3.892
91.40,3.906
91.60,3.874
91.80,3.848
92.00,3.852
92.20,3.9
92.40,3.9
92.60,3.896
92.80,3.854
93.00,3.9
93.20,3.89
93.40,3.866
93.60,3.896
93.80,3.844
94.00,3.852
94.20,3.912
94.40,3.91
94.60,3.866
94.80,3.874
95.00,3.84
95.20,3.9
95.40,3.92
95.60,3.87
95.80,3.852
96.00,3.86
96.20,3.874
96.40,3.904
96.60,3.9
96.80,3.92
97.00,3.808
97.20,3.896
97.40,3.86
97.60,3.844
97.80,3.932
98.00,3.898
98.20,3.796
98.40,3.912
98.60,3.918
98.80,3.922
99.00,3.84
99.20,3.848
99.40,3.868
99.60,3.914
99.80,3.904
100.00,3.89
100.20,3.836
100.40,3.878
100.60,3.896
100.80,3.884
101.00,3.904
101.20,3.866
101.40,3.844
101.60,3.888
101.80,3.926
102.00,3.854
102.20,3.866
102.40,3.888
102.60,3.898
102.80,3.874
103.00,3.868
103.20,3.918
103.40,3.86
103.60,3.888
103.80,3.888
104.00,3.888
104.20,3.892
104.40,3.888
104.60,3.882
104.80,3.854
105.00,3.856
105.20,3.862
105.40,3.918
105.60,3.844
105.80,3.882
106.00,3.92
106.20,3.904
106.40,3.874
106.60,3.866
106.80,3.856
107.00,3.94
107.20,3.856
107.40,3.836
107.60,3.866
107.80,3.904
108.00,3.888
108.20,3.868
108.40,3.856
