Time (ms),Main Avg Current (mA)
0.00,5.764
0.20,5.736
0.40,5.738
0.60,5.782
0.80,5.744
1.00,5.722
1.20,5.738
1.40,5.768
1.60,5.706
1.80,5.742
2.00,5.764
2.20,5.768
2.40,5.788
2.60,5.708
2.80,5.796
3.00,5.75
3.20,5.866
3.40,5.702
3.60,5.734
3.80,5.744
4.00,5.744
4.20,5.752
4.40,5.766
4.60,5.738
4.80,5.756
5.00,5.716
5.20,5.694
5.40,5.796
5.60,5.746
5.80,5.768
6.00,5.78
6.20,5.746
6.40,5.742
6.60,5.734
6.80,5.764
7.00,5.728
7.20,5.75
7.40,5.756
7.60,5.81
7.80,5.736
8.00,5.722
8.20,5.736
8.40,5.734
8.60,5.786
8.80,5.752
9.00,5.766
9.20,5.716
9.40,5.752
9.60,5.75
9.80,5.738
10.00,5.756
10.20,5.758
10.40,5.736
10.60,5.778
10.80,5.768
11.00,5.758
11.20,5.712
11.40,5.738
11.60,5.84
11.80,5.712
12.00,5.734
12.20,5.734
12.40,5.766
12.60,5.75
12.80,5.79
13.00,5.702
13.20,5.78
13.40,5.712
13.60,5.73
13.80,5.736
14.00,5.786
14.20,5.78
14.40,5.746
14.60,5.742
14.80,5.75
15.00,5.782
15.20,5.694
15.40,5.752
15.60,5.79
15.80,5.724
16.00,5.744
16.20,5.738
16.40,5.742
16.60,5.75
16.80,5.75
17.00,5.728
17.20,5.78
17.40,5.752
17.60,5.782
17.80,5.73
18.00,5.766
18.20,5.768
18.40,5.758
18.60,5.712
18.80,5.714
19.00,5.758
19.20,5.782
19.40,5.746
19.60,5.764
19.80,5.738
20.00,5.766
20.20,5.72
20.40,5.794
20.60,5.75
20.80,5.72
21.00,5.768
21.20,5.834
21.40,5.68
21.60,5.8
21.80,5.722
22.00,5.746
22.20,5.736
22.40,5.708
22.60,5.778
22.80,5.778
23.00,5.72
23.20,5.722
23.40,5.746
23.60,5.752
23.80,5.766
24.00,5.76
24.20,5.774
24.40,5.746
24.60,5.746
24.80,5.778
25.00,5.724
25.20,5.73
25.40,5.75
25.60,5.774
25.80,5.744
26.00,5.746
26.20,5.772
26.40,5.752
26.60,5.738
26.80,5.764
27.00,5.724
27.20,5.768
27.40,5.746
27.60,5.778
27.80,5.728
28.00,5.716
28.20,5.756
28.40,5.826
28.60,5.744
28.80,5.768
29.00,5.714
29.20,5.738
29.40,5.746
29.60,5.768
29.80,5.79
30.00,5.716
30.20,5.744
30.40,5.702
30.60,5.738
30.80,5.768
31.00,5.79
31.20,5.752
31.40,5.756
31.60,5.752
31.80,5.728
32.00,5.758
32.20,5.736
32.40,5.736
32.60,5.75
32.80,5.772
33.00,5.756
33.20,5.702
33.40,5.764
33.60,5.724
33.80,5.774
34.00,5.786
34.20,5.744
34.40,5.756
34.60,5.738
34.80,5.736
35.00,5.774
35.20,5.758
35.40,5.738
35.60,5.782
35.80,5.736
36.00,5.75
36.20,5.724
36.40,5.744
36.60,5.744
36.80,5.75
37.00,5.734
37.20,5.79
37.40,5.75
37.60,5.778
37.80,5.756
38.00,5.75
38.20,5.736
38.40,5.724
38.60,5.738
38.80,5.736
39.00,5.768
39.20,5.884
39.40,5.646
39.60,5.744
39.80,5.774
40.00,5.716
40.20,5.766
40.40,5.752
40.60,5.758
