Time (ms),Main Avg Current (mA)
0.00,5.786
0.20,5.85
0.40,5.778
0.60,5.792
0.80,5.746
1.00,5.768
1.20,5.758
1.40,5.748
1.60,5.79
1.80,5.748
2.00,5.8
2.20,5.772
2.40,5.742
2.60,5.75
2.80,5.714
3.00,5.746
3.20,5.904
3.40,5.644
3.60,5.79
3.80,5.77
4.00,5.742
4.20,5.762
4.40,5.75
4.60,5.746
4.80,5.776
5.00,5.776
5.20,5.748
5.40,5.798
5.60,5.806
5.80,5.79
6.00,5.792
6.20,5.792
6.40,5.786
6.60,5.792
6.80,5.838
7.00,5.802
7.20,5.762
7.40,5.83
7.60,5.772
7.80,5.762
8.00,5.756
8.20,5.798
8.40,5.764
8.60,5.748
8.80,5.768
9.00,5.798
9.20,5.772
9.40,5.806
9.60,5.764
9.80,5.77
10.00,5.778
10.20,5.754
10.40,5.764
10.60,5.736
10.80,5.8
11.00,5.764
11.20,5.798
11.40,5.778
11.60,5.77
11.80,5.724
12.00,5.768
12.20,5.792
12.40,5.742
12.60,5.786
12.80,5.754
13.00,5.828
13.20,5.75
13.40,5.75
13.60,5.802
13.80,5.732
14.00,5.768
14.20,5.724
14.40,5.77
14.60,5.776
14.80,5.776
15.00,5.772
15.20,5.746
15.40,5.726
15.60,5.8
15.80,5.802
16.00,5.812
16.20,5.814
16.40,5.768
16.60,5.808
16.80,5.776
17.00,5.786
17.20,5.82
17.40,5.74
17.60,5.784
17.80,5.75
18.00,5.77
18.20,5.762
18.40,5.792
18.60,5.77
18.80,5.768
19.00,5.754
19.20,5.776
19.40,5.784
19.60,5.736
19.80,5.732
20.00,5.754
20.20,5.764
20.40,5.78
20.60,5.792
20.80,5.772
21.00,5.75
21.20,5.89
21.40,5.654
21.60,5.792
21.80,5.78
22.00,5.768
22.20,5.794
22.40,5.78
22.60,5.8
22.80,5.822
23.00,5.808
23.20,5.836
23.40,5.802
23.60,5.79
23.80,5.792
24.00,5.798
24.20,5.728
24.40,5.792
24.60,5.776
24.80,5.732
25.00,5.778
25.20,5.784
25.40,5.78
25.60,5.754
25.80,5.792
26.00,5.792
26.20,5.742
26.40,5.77
26.60,5.786
26.80,5.736
27.00,5.79
27.20,5.786
27.40,5.78
27.60,5.764
27.80,5.776
28.00,5.808
28.20,5.756
28.40,5.734
28.60,5.816
28.80,5.768
29.00,5.778
29.20,5.75
29.40,5.77
29.60,5.784
29.80,5.77
30.00,5.74
30.20,5.806
30.40,5.762
30.60,5.776
30.80,5.75
31.00,5.75
31.20,5.768
31.40,5.802
31.60,5.762
31.80,5.756
32.00,5.764
32.20,5.728
32.40,5.786
32.60,5.75
32.80,5.838
33.00,5.802
33.20,5.798
33.40,5.792
33.60,5.802
33.80,5.756
34.00,5.736
34.20,5.784
34.40,5.85
34.60,5.768
34.80,5.794
35.00,5.746
35.20,5.75
35.40,5.726
35.60,5.758
35.80,5.74
36.00,5.77
36.20,5.756
36.40,5.762
36.60,5.756
36.80,5.758
37.00,5.756
37.20,5.786
37.40,5.806
37.60,5.786
37.80,5.74
38.00,5.74
38.20,5.794
38.40,5.792
38.60,5.794
38.80,5.758
39.00,5.814
39.20,5.83
39.40,5.746
39.60,5.768
39.80,5.836
40.00,5.794
40.20,5.812
40.40,5.802
40.60,5.776
40.80,5.794
41.00,5.82
41.20,5.756
41.40,5.784
41.60,5.726
41.80,5.768
42.00,5.756
42.20,5.79
42.40,5.77
42.60,5.754
42.80,5.768
43.00,5.792
43.20,5.77
43.40,5.78
43.60,5.72
43.80,5.79
44.00,5.806
44.20,5.768
44.40,5.746
44.60,5.786
44.80,5.748
45.00,5.808
45.20,5.746
45.40,5.792
45.60,5.764
45.80,5.754
46.00,5.762
46.20,5.834
46.40,5.77
46.60,5.746
46.80,5.764
47.00,5.748
47.20,5.784
47.40,5.778
47.60,5.784
47.80,5.756
48.00,5.736
48.20,5.77
48.40,5.74
48.60,5.778
48.80,5.756
49.00,5.772
49.20,5.8
49.40,5.78
49.60,5.79
49.80,5.808
50.00,5.816
50.20,5.824
50.40,5.772
50.60,5.754
50.80,5.798
51.00,5.8
51.20,5.728
51.40,5.742
51.60,5.82
51.80,5.732
52.00,5.746
52.20,5.78
52.40,5.748
52.60,5.792
52.80,5.764
53.00,5.746
53.20,5.768
53.40,5.786
53.60,5.78
53.80,5.776
54.00,5.732
54.20,5.802
54.40,5.724
54.60,5.822
54.80,5.814
55.00,5.792
55.20,5.764
55.40,5.808
55.60,5.77
55.80,5.776
56.00,5.784
56.20,5.864
56.40,5.808
56.60,5.78
56.80,5.798
57.00,5.814
57.20,5.842
57.40,5.662
57.60,5.82
57.80,5.8
58.00,5.74
58.20,5.784
58.40,5.792
58.60,5.8
58.80,5.754
59.00,5.764
59.20,5.786
59.40,5.732
59.60,5.728
59.80,5.78
60.00,5.79
60.20,5.784
60.40,5.768
60.60,5.756
60.80,5.776
61.00,5.772
61.20,5.798
61.40,5.772
61.60,5.778
61.80,5.822
62.00,5.762
62.20,5.784
62.40,5.79
62.60,5.786
62.80,5.724
63.00,5.768
63.20,5.802
63.40,5.772
63.60,5.758
63.80,5.772
64.00,5.8
64.20,5.704
64.40,5.75
64.60,5.778
64.80,5.762
65.00,5.772
65.20,5.726
65.40,5.786
65.60,5.812
65.80,5.778
66.00,5.77
66.20,5.726
66.40,5.798
66.60,5.808
66.80,5.808
67.00,5.772
67.20,5.762
67.40,5.768
67.60,5.802
67.80,5.808
68.00,5.794
68.20,5.77
68.40,5.784
68.60,5.776
68.80,5.798
69.00,5.784
69.20,5.724
69.40,5.792
69.60,5.746
69.80,5.776
70.00,5.776
70.20,5.754
70.40,5.756
70.60,5.812
70.80,5.784
71.00,5.77
71.20,5.764
71.40,5.786
71.60,5.772
71.80,5.792
72.00,5.798
72.20,5.808
72.40,5.772
72.60,5.806
72.80,5.834
73.00,5.812
73.20,5.786
73.40,5.814
73.60,5.78
73.80,5.784
74.00,5.75
74.20,5.758
74.40,5.806
74.60,5.732
74.80,5.802
75.00,5.714
75.20,5.864
75.40,5.732
75.60,5.75
75.80,5.754
76.00,5.82
76.20,5.748
76.40,5.808
76.60,5.724
76.80,5.786
77.00,5.776
77.20,5.758
77.40,5.756
77.60,5.776
77.80,5.772
78.00,5.776
78.20,5.754
78.40,5.756
78.60,5.8
78.80,5.798
79.00,5.74
79.20,5.786
79.40,5.792
79.60,5.764
79.80,5.756
80.00,5.742
80.20,5.778
80.40,5.756
80.60,5.768
80.80,5.798
81.00,5.768
81.20,5.726
81.40,5.83
81.60,5.776
81.80,5.758
82.00,5.806
82.20,5.742
82.40,5.736
82.60,5.748
82.80,5.79
83.00,5.784
83.20,5.776
83.40,5.822
83.60,5.814
83.80,5.838
84.00,5.784
84.20,5.732
84.40,5.794
84.60,5.786
84.80,5.77
85.00,5.808
85.20,5.748
85.40,5.726
85.60,5.762
85.80,5.836
86.00,5.758
86.20,5.776
86.40,5.714
86.60,5.786
86.80,5.726
87.00,5.79
87.20,5.824
87.40,5.772
87.60,5.762
87.80,5.74
88.00,5.786
88.20,5.78
88.40,5.838
88.60,5.808
88.80,5.776
89.00,5.828
89.20,5.78
89.40,5.802
89.60,5.816
89.80,5.82
90.00,5.802
90.20,5.784
90.40,5.806
90.60,5.798
90.80,5.736
91.00,5.798
91.20,5.786
91.40,5.746
91.60,5.726
91.80,5.776
92.00,5.772
92.20,5.786
92.40,5.776
92.60,5.728
92.80,5.768
93.00,5.754
93.20,5.874
93.40,5.72
93.60,5.776
93.80,5.772
94.00,5.762
94.20,5.77
94.40,5.77
94.60,5.756
94.80,5.776
95.00,5.762
95.20,5.792
95.40,5.792
95.60,5.748
95.80,5.768
96.00,5.756
96.20,5.776
96.40,5.776
96.60,5.78
96.80,5.764
97.00,5.768
97.20,5.74
97.40,5.8
97.60,5.746
97.80,5.764
98.00,5.784
98.20,5.756
98.40,5.758
98.60,5.756
98.80,5.806
99.00,5.754
99.20,5.764
99.40,5.784
99.60,5.768
99.80,5.802
100.00,5.82
100.20,5.834
100.40,5.82
100.60,5.778
100.80,5.79
101.00,5.806
101.20,5.798
101.40,5.718
101.60,5.79
101.80,5.8
102.00,5.768
102.20,5.79
102.40,5.748
102.60,5.768
102.80,5.728
103.00,5.784
103.20,5.784
103.40,5.748
103.60,5.794
103.80,5.778
104.00,5.74
104.20,5.816
104.40,5.776
104.60,5.768
104.80,5.762
105.00,5.8
105.20,5.794
105.40,5.836
105.60,5.784
105.80,5.812
106.00,5.836
106.20,5.724
106.40,5.808
106.60,5.814
106.80,5.784
107.00,5.794
107.20,5.778
107.40,5.75
107.60,5.77
107.80,5.734
108.00,5.79
108.20,5.808
108.40,5.74
108.60,5.742
108.80,5.79
109.00,5.786
109.20,5.756
109.40,5.764
109.60,5.83
109.80,5.768
110.00,5.776
110.20,5.736
110.40,5.776
110.60,5.806
110.80,5.798
111.00,5.792
111.20,5.858
111.40,5.682
111.60,5.732
111.80,5.822
112.00,5.732
112.20,5.814
112.40,5.79
112.60,5.74
112.80,5.776
113.00,5.764
113.20,5.762
113.40,5.764
113.60,5.754
113.80,5.75
114.00,5.812
114.20,5.772
114.40,5.734
114.60,5.758
114.80,5.792
115.00,5.776
115.20,5.794
115.40,5.776
115.60,5.758
115.80,5.748
116.00,5.754
116.20,5.808
116.40,5.822
116.60,5.712
116.80,5.802
117.00,5.776
117.20,5.852
117.40,5.812
117.60,5.79
117.80,5.786
118.00,5.74
118.20,5.784
118.40,5.808
118.60,5.798
118.80,5.734
119.00,5.764
119.20,5.792
119.40,5.748
119.60,5.778
119.80,5.786
120.00,5.794
120.20,5.792
120.40,5.746
120.60,5.754
120.80,5.79
121.00,5.78
121.20,5.778
121.40,5.776
121.60,5.784
121.80,5.812
122.00,5.806
122.20,5.806
122.40,5.806
122.60,5.842
122.80,5.8
123.00,5.784
123.20,5.748
123.40,5.834
123.60,5.732
123.80,5.732
124.00,5.786
124.20,5.78
124.40,5.778
124.60,5.806
124.80,5.762
125.00,5.746
125.20,5.82
125.40,5.732
125.60,5.74
125.80,5.82
126.00,5.742
126.20,5.8
126.40,5.756
126.60,5.764
126.80,5.79
127.00,5.79
127.20,5.786
127.40,5.772
127.60,5.758
127.80,5.756
128.00,5.82
128.20,5.816
128.40,5.758
128.60,5.776
128.80,5.748
129.00,5.768
129.20,5.85
129.40,5.726
129.60,5.784
129.80,5.726
130.00,5.792
130.20,5.736
130.40,5.74
130.60,5.778
130.80,5.746
131.00,5.802
131.20,5.794
131.40,5.756
131.60,5.78
131.80,5.71
132.00,5.79
132.20,5.764
132.40,5.77
132.60,5.778
132.80,5.756
133.00,5.77
133.20,5.77
133.40,5.79
133.60,5.816
133.80,5.798
134.00,5.836
134.20,5.794
134.40,5.776
134.60,5.772
134.80,5.754
135.00,5.742
135.20,5.792
135.40,5.778
135.60,5.78
135.80,5.792
136.00,5.754
136.20,5.742
136.40,5.772
136.60,5.768
136.80,5.852
137.00,5.734
137.20,5.8
137.40,5.802
137.60,5.742
137.80,5.79
138.00,5.812
138.20,5.78
138.40,5.82
138.60,5.792
138.80,5.822
139.00,5.772
139.20,5.806
139.40,5.798
139.60,5.79
139.80,5.822
140.00,5.806
140.20,5.762
140.40,5.756
140.60,5.792
140.80,5.776
141.00,5.79
141.20,5.718
141.40,5.8
141.60,5.772
141.80,5.808
142.00,5.736
142.20,5.8
142.40,5.784
142.60,5.758
142.80,5.784
143.00,5.736
143.20,5.82
143.40,5.762
143.60,5.764
143.80,5.74
144.00,5.812
144.20,5.762
144.40,5.778
144.60,5.742
144.80,5.77
145.00,5.792
145.20,5.768
145.40,5.798
145.60,5.778
145.80,5.736
146.00,5.77
146.20,5.77
146.40,5.778
146.60,5.792
146.80,5.778
147.00,5.748
147.20,5.838
147.40,5.676
147.60,5.742
147.80,5.746
148.00,5.78
148.20,5.792
148.40,5.798
148.60,5.778
148.80,5.778
149.00,5.724
149.20,5.764
149.40,5.776
149.60,5.786
149.80,5.792
150.00,5.79
150.20,5.78
150.40,5.808
150.60,5.836
150.80,5.78
151.00,5.806
151.20,5.798
151.40,5.746
151.60,5.77
151.80,5.768
152.00,5.758
152.20,5.806
152.40,5.728
152.60,5.808
152.80,5.772
153.00,5.794
153.20,5.794
153.40,5.756
153.60,5.794
153.80,5.776
154.00,5.77
154.20,5.776
154.40,5.792
154.60,5.734
154.80,5.83
155.00,5.8
155.20,5.806
155.40,5.844
155.60,5.828
155.80,5.754
156.00,5.808
156.20,5.802
156.40,5.82
156.60,5.772
156.80,5.75
157.00,5.762
157.20,5.742
157.40,5.748
157.60,5.802
157.80,5.792
158.00,5.688
158.20,5.82
158.40,5.776
158.60,5.79
158.80,5.778
159.00,5.754
159.20,5.802
159.40,5.762
159.60,5.792
159.80,5.802
160.00,5.78
160.20,5.77
160.40,5.764
160.60,5.776
160.80,5.79
161.00,5.806
161.20,5.736
161.40,5.784
161.60,5.78
161.80,5.764
162.00,5.776
162.20,5.776
162.40,5.792
162.60,5.756
162.80,5.808
163.00,5.75
163.20,5.756
163.40,5.822
163.60,5.74
