Time (s),Main Avg Current (mA)
0.0462,2.544
0.0464,2.556
0.0466,2.464
0.0468,2.502
0.0470,2.556
0.0472,2.514
0.0474,2.502
0.0476,2.556
0.0478,2.448
0.0480,2.53
0.0482,2.588
0.0484,2.45
0.0486,2.542
0.0488,2.564
0.0490,2.456
0.0492,2.588
0.0494,2.502
0.0496,2.494
0.0498,2.558
0.0500,2.558
0.0502,2.434
0.0504,2.6
0.0506,2.542
0.0508,2.498
0.0510,2.552
0.0512,2.558
0.0514,2.494
0.0516,2.55
0.0518,2.544
0.0520,2.56
0.0522,2.494
0.0524,2.536
0.0526,2.59
0.0528,2.424
0.0530,2.618
0.0532,2.544
0.0534,2.492
0.0536,2.55
0.0538,2.508
0.0540,2.55
0.0542,2.546
0.0544,2.522
0.0546,2.516
0.0548,2.542
0.0550,2.568
0.0552,2.456
0.0554,2.568
0.0556,2.546
0.0558,2.48
0.0560,2.542
0.0562,2.588
0.0564,2.414
0.0566,2.588
0.0568,2.516
0.0570,2.494
0.0572,2.568
0.0574,2.48
0.0576,2.53
0.0578,2.52
0.0580,2.506
0.0582,2.546
0.0584,2.434
0.0586,2.58
0.0588,2.486
0.0590,2.49
0.0592,2.546
0.0594,2.49
0.0596,2.468
0.0598,2.61
0.0600,2.44
0.0602,2.516
0.0604,2.568
0.0606,2.458
0.0608,2.536
0.0610,2.49
0.0612,2.502
0.0614,2.498
0.0616,2.564
0.0618,2.47
0.0620,2.542
0.0622,2.492
0.0624,2.494
0.0626,2.544
0.0628,2.498
0.0630,2.522
0.0632,2.524
0.0634,2.486
0.0636,2.486
0.0638,2.58
0.0640,2.498
0.0642,2.502
0.0644,2.522
0.0646,2.524
0.0648,2.53
0.0650,2.512
0.0652,2.522
0.0654,2.498
0.0656,2.534
0.0658,2.528
0.0660,2.522
0.0662,2.542
0.0664,2.524
0.0666,2.48
0.0668,2.59
0.0670,2.524
0.0672,2.516
0.0674,2.528
0.0676,2.564
0.0678,2.512
0.0680,2.542
0.0682,2.546
0.0684,2.55
0.0686,2.47
0.0688,2.59
0.0690,2.522
0.0692,2.528
0.0694,2.524
0.0696,2.468
0.0698,2.616
0.0700,2.528
0.0702,2.522
0.0704,2.52
0.0706,2.494
0.0708,2.632
0.0710,2.428
0.0712,2.556
0.0714,2.594
0.0716,2.454
0.0718,2.556
0.0720,2.556
0.0722,2.522
0.0724,2.558
0.0726,2.478
0.0728,2.528
0.0730,2.558
0.0732,2.468
0.0734,2.58
0.0736,2.502
0.0738,2.498
0.0740,2.55
0.0742,2.534
0.0744,2.424
0.0746,2.604
0.0748,2.524
0.0750,2.44
0.0752,2.604
0.0754,2.484
0.0756,2.432
0.0758,2.596
0.0760,2.478
0.0762,2.514
0.0764,2.514
0.0766,2.48
0.0768,2.486
0.0770,2.59
0.0772,2.47
0.0774,2.454
0.0776,2.596
0.0778,2.5
0.0780,2.464
0.0782,2.516
0.0784,2.544
0.0786,2.472
0.0788,2.568
0.0790,2.44
0.0792,2.556
0.0794,2.45
0.0796,2.586
0.0798,2.478
0.0800,2.472
0.0802,2.558
0.0804,2.512
0.0806,2.514
0.0808,2.53
0.0810,2.508
0.0812,2.512
0.0814,2.558
0.0816,2.446
0.0818,2.572
0.0820,2.558
0.0822,2.436
0.0824,2.566
0.0826,2.508
0.0828,2.558
0.0830,2.512
0.0832,2.506
0.0834,2.558
0.0836,2.538
0.0838,2.534
0.0840,2.432
0.0842,2.632
0.0844,2.568
0.0846,2.432
0.0848,2.564
0.0850,2.604
0.0852,2.48
0.0854,2.498
0.0856,2.582
0.0858,2.536
0.0860,2.456
0.0862,2.596
0.0864,2.568
0.0866,2.484
0.0868,2.534
0.0870,2.604
0.0872,2.414
0.0874,2.564
0.0876,2.58
0.0878,2.468
0.0880,2.578
0.0882,2.512
0.0884,2.49
0.0886,2.594
0.0888,2.522
0.0890,2.484
0.0892,2.582
0.0894,2.5
0.0896,2.55
0.0898,2.514
0.0900,2.5
0.0902,2.566
0.0904,2.472
0.0906,2.514
0.0908,2.572
0.0910,2.468
0.0912,2.572
0.0914,2.456
0.0916,2.512
0.0918,2.538
0.0920,2.49
0.0922,2.498
0.0924,2.544
0.0926,2.5
0.0928,2.53
0.0930,2.494
0.0932,2.522
0.0934,2.508
0.0936,2.512
0.0938,2.492
0.0940,2.476
0.0942,2.546
0.0944,2.544
0.0946,2.446
0.0948,2.588
0.0950,2.44
0.0952,2.522
0.0954,2.572
0.0956,2.446
0.0958,2.524
0.0960,2.516
0.0962,2.516
0.0964,2.48
0.0966,2.552
0.0968,2.498
0.0970,2.512
0.0972,2.534
0.0974,2.512
0.0976,2.506
0.0978,2.55
0.0980,2.472
0.0982,2.534
0.0984,2.538
0.0986,2.44
0.0988,2.638
0.0990,2.456
0.0992,2.528
0.0994,2.53
0.0996,2.53
0.0998,2.508
0.1000,2.556
0.1002,2.534
0.1004,2.464
0.1006,2.556
0.1008,2.6
0.1010,2.456
0.1012,2.536
0.1014,2.568
0.1016,2.48
0.1018,2.558
0.1020,2.616
0.1022,2.45
0.1024,2.52
0.1026,2.594
0.1028,2.522
0.1030,2.494
0.1032,2.616
0.1034,2.492
0.1036,2.502
0.1038,2.578
0.1040,2.48
0.1042,2.556
0.1044,2.564
0.1046,2.502
0.1048,2.48
0.1050,2.602
0.1052,2.472
0.1054,2.53
0.1056,2.574
0.1058,2.436
0.1060,2.578
0.1062,2.538
0.1064,2.498
0.1066,2.528
0.1068,2.52
0.1070,2.56
0.1072,2.486
0.1074,2.492
0.1076,2.53
0.1078,2.516
0.1080,2.55
0.1082,2.458
0.1084,2.544
0.1086,2.524
0.1088,2.468
0.1090,2.538
0.1092,2.528
0.1094,2.48
0.1096,2.556
0.1098,2.458
0.1100,2.516
0.1102,2.528
0.1104,2.514
0.1106,2.458
0.1108,2.524
0.1110,2.546
0.1112,2.47
0.1114,2.49
0.1116,2.522
0.1118,2.528
0.1120,2.498
0.1122,2.492
0.1124,2.53
0.1126,2.528
0.1128,2.45
0.1130,2.544
0.1132,2.53
0.1134,2.502
0.1136,2.528
0.1138,2.506
0.1140,2.514
0.1142,2.522
0.1144,2.516
0.1146,2.512
0.1148,2.534
0.1150,2.516
0.1152,2.538
0.1154,2.492
0.1156,2.544
0.1158,2.558
0.1160,2.47
0.1162,2.528
0.1164,2.55
0.1166,2.516
0.1168,2.52
0.1170,2.55
0.1172,2.5
0.1174,2.544
0.1176,2.55
0.1178,2.524
0.1180,2.5
0.1182,2.582
0.1184,2.528
0.1186,2.524
0.1188,2.522
0.1190,2.574
0.1192,2.472
0.1194,2.556
0.1196,2.622
0.1198,2.44
0.1200,2.542
0.1202,2.556
0.1204,2.5
0.1206,2.558
0.1208,2.564
0.1210,2.484
0.1212,2.524
0.1214,2.582
0.1216,2.476
0.1218,2.546
0.1220,2.522
0.1222,2.506
0.1224,2.546
0.1226,2.568
0.1228,2.478
0.1230,2.56
0.1232,2.52
0.1234,2.516
0.1236,2.502
0.1238,2.52
0.1240,2.53
0.1242,2.502
0.1244,2.536
0.1246,2.534
0.1248,2.468
0.1250,2.538
0.1252,2.524
0.1254,2.468
0.1256,2.498
0.1258,2.542
0.1260,2.498
0.1262,2.528
0.1264,2.476
0.1266,2.528
0.1268,2.536
0.1270,2.48
0.1272,2.472
0.1274,2.596
0.1276,2.436
0.1278,2.484
0.1280,2.58
0.1282,2.454
0.1284,2.508
0.1286,2.556
0.1288,2.464
0.1290,2.538
0.1292,2.502
0.1294,2.568
0.1296,2.434
0.1298,2.544
0.1300,2.546
0.1302,2.442
0.1304,2.556
0.1306,2.524
0.1308,2.514
0.1310,2.494
0.1312,2.544
0.1314,2.484
0.1316,2.544
0.1318,2.49
0.1320,2.522
0.1322,2.53
0.1324,2.528
0.1326,2.53
0.1328,2.512
0.1330,2.546
0.1332,2.524
0.1334,2.5
0.1336,2.55
0.1338,2.534
0.1340,2.56
0.1342,2.484
0.1344,2.608
0.1346,2.478
0.1348,2.528
0.1350,2.578
0.1352,2.506
0.1354,2.486
0.1356,2.568
0.1358,2.53
0.1360,2.552
0.1362,2.544
0.1364,2.498
0.1366,2.508
0.1368,2.604
0.1370,2.486
0.1372,2.52
0.1374,2.544
0.1376,2.512
0.1378,2.568
0.1380,2.484
0.1382,2.556
0.1384,2.52
0.1386,2.53
0.1388,2.52
0.1390,2.522
0.1392,2.574
0.1394,2.52
0.1396,2.442
0.1398,2.602
0.1400,2.516
0.1402,2.492
0.1404,2.538
0.1406,2.524
0.1408,2.506
0.1410,2.508
0.1412,2.528
0.1414,2.484
0.1416,2.524
0.1418,2.53
0.1420,2.472
0.1422,2.55
0.1424,2.528
0.1426,2.458
0.1428,2.552
0.1430,2.484
0.1432,2.52
0.1434,2.47
0.1436,2.558
0.1438,2.476
0.1440,2.514
0.1442,2.492
0.1444,2.52
0.1446,2.524
0.1448,2.454
0.1450,2.578
0.1452,2.476
0.1454,2.492
0.1456,2.572
0.1458,2.468
0.1460,2.516
0.1462,2.556
0.1464,2.458
0.1466,2.514
0.1468,2.552
0.1470,2.45
0.1472,2.568
0.1474,2.528
0.1476,2.508
0.1478,2.468
0.1480,2.58
0.1482,2.476
0.1484,2.528
0.1486,2.534
0.1488,2.5
0.1490,2.546
0.1492,2.5
0.1494,2.546
0.1496,2.484
0.1498,2.558
0.1500,2.512
0.1502,2.53
0.1504,2.53
0.1506,2.534
0.1508,2.544
0.1510,2.546
0.1512,2.522
0.1514,2.536
0.1516,2.522
0.1518,2.55
0.1520,2.542
0.1522,2.462
0.1524,2.594
0.1526,2.558
0.1528,2.514
0.1530,2.514
0.1532,2.55
0.1534,2.522
0.1536,2.55
0.1538,2.516
0.1540,2.55
0.1542,2.464
0.1544,2.602
0.1546,2.516
0.1548,2.49
0.1550,2.588
0.1552,2.536
0.1554,2.45
0.1556,2.594
0.1558,2.52
0.1560,2.498
0.1562,2.586
0.1564,2.456
0.1566,2.556
0.1568,2.56
0.1570,2.49
0.1572,2.508
0.1574,2.566
0.1576,2.446
0.1578,2.5
0.1580,2.566
0.1582,2.542
0.1584,2.41
0.1586,2.654
0.1588,2.384
0.1590,2.544
0.1592,2.56
0.1594,2.42
0.1596,2.59
0.1598,2.468
0.1600,2.458
0.1602,2.61
0.1604,2.486
0.1606,2.464
0.1608,2.516
0.1610,2.568
0.1612,2.456
0.1614,2.528
0.1616,2.528
0.1618,2.464
0.1620,2.582
0.1622,2.426
0.1624,2.574
0.1626,2.48
0.1628,2.47
0.1630,2.558
0.1632,2.494
0.1634,2.508
0.1636,2.572
0.1638,2.462
0.1640,2.574
0.1642,2.49
0.1644,2.478
0.1646,2.55
0.1648,2.522
0.1650,2.44
0.1652,2.632
0.1654,2.432
0.1656,2.55
0.1658,2.558
0.1660,2.522
0.1662,2.5
0.1664,2.552
0.1666,2.506
0.1668,2.512
0.1670,2.552
0.1672,2.6
0.1674,2.44
0.1676,2.602
0.1678,2.506
0.1680,2.49
0.1682,2.566
0.1684,2.61
0.1686,2.426
0.1688,2.588
0.1690,2.59
0.1692,2.45
0.1694,2.566
0.1696,2.514
0.1698,2.558
0.1700,2.558
0.1702,2.458
0.1704,2.568
0.1706,2.564
0.1708,2.49
0.1710,2.534
0.1712,2.516
0.1714,2.572
0.1716,2.47
0.1718,2.578
0.1720,2.528
0.1722,2.486
0.1724,2.536
0.1726,2.568
0.1728,2.544
0.1730,2.604
0.1732,3.158
0.1734,3.724
0.1736,3.556
0.1738,3.61
0.1740,3.69
0.1742,3.812
0.1744,3.94
0.1746,3.904
0.1748,3.878
0.1750,3.866
0.1752,3.872
0.1754,3.9
0.1756,3.842
0.1758,3.896
0.1760,3.908
0.1762,3.866
0.1764,3.882
0.1766,3.886
0.1768,3.866
0.1770,3.866
0.1772,3.82
0.1774,3.856
0.1776,3.868
0.1778,3.916
0.1780,3.91
0.1782,3.836
0.1784,3.856
0.1786,3.868
0.1788,3.866
0.1790,3.812
0.1792,3.858
0.1794,3.934
0.1796,3.834
0.1798,3.85
0.1800,3.874
0.1802,3.922
0.1804,3.828
0.1806,3.866
0.1808,3.852
0.1810,3.864
0.1812,3.846
0.1814,3.86
0.1816,3.904
0.1818,3.85
0.1820,3.846
0.1822,3.874
0.1824,3.902
0.1826,3.874
0.1828,3.83
0.1830,3.888
0.1832,3.938
0.1834,3.834
0.1836,3.886
0.1838,3.874
0.1840,3.886
0.1842,3.886
0.1844,3.886
0.1846,3.846
0.1848,3.874
0.1850,3.912
0.1852,3.904
0.1854,3.874
0.1856,3.83
0.1858,3.888
0.1860,3.926
0.1862,3.872
0.1864,3.922
0.1866,3.838
0.1868,3.85
0.1870,3.878
0.1872,3.948
0.1874,3.908
0.1876,3.882
0.1878,3.82
0.1880,3.856
0.1882,3.89
0.1884,3.872
0.1886,3.912
0.1888,3.878
0.1890,3.864
0.1892,3.912
0.1894,3.894
0.1896,3.844
0.1898,3.816
0.1900,3.896
0.1902,3.916
0.1904,3.846
0.1906,3.838
0.1908,3.868
0.1910,3.89
0.1912,3.834
0.1914,3.924
0.1916,3.896
0.1918,3.82
0.1920,3.798
0.1922,3.82
0.1924,3.944
0.1926,3.882
0.1928,3.824
0.1930,3.836
0.1932,3.882
0.1934,3.844
0.1936,3.912
0.1938,3.872
0.1940,3.794
0.1942,3.798
0.1944,3.874
0.1946,3.922
0.1948,3.88
0.1950,3.844
0.1952,3.844
0.1954,3.852
0.1956,3.896
0.1958,3.868
0.1960,3.882
0.1962,3.828
0.1964,3.856
0.1966,3.874
0.1968,3.816
0.1970,3.874
0.1972,3.878
0.1974,3.872
0.1976,3.882
0.1978,3.858
0.1980,3.874
0.1982,3.852
0.1984,3.888
0.1986,3.85
0.1988,3.878
0.1990,3.878
0.1992,3.83
0.1994,3.868
0.1996,3.878
0.1998,3.94
0.2000,3.874
0.2002,3.888
0.2004,3.846
0.2006,3.916
0.2008,3.912
0.2010,3.902
0.2012,3.91
0.2014,3.802
0.2016,3.864
0.2018,3.912
0.2020,3.868
0.2022,3.908
0.2024,3.9
0.2026,3.842
0.2028,3.868
0.2030,3.94
0.2032,3.878
0.2034,3.852
0.2036,3.902
0.2038,3.922
0.2040,3.896
0.2042,3.82
0.2044,3.86
0.2046,3.916
0.2048,3.86
0.2050,3.868
0.2052,3.916
0.2054,3.888
0.2056,3.864
0.2058,3.814
0.2060,3.864
0.2062,3.912
0.2064,3.882
0.2066,3.878
0.2068,3.842
0.2070,3.912
0.2072,3.874
0.2074,3.824
0.2076,3.868
0.2078,3.858
0.2080,3.91
0.2082,3.88
0.2084,3.852
0.2086,3.816
0.2088,3.874
0.2090,3.886
0.2092,3.878
0.2094,3.852
0.2096,3.868
0.2098,3.82
0.2100,3.852
0.2102,3.872
0.2104,3.9
0.2106,3.824
0.2108,3.834
0.2110,3.88
0.2112,3.864
0.2114,3.852
0.2116,3.85
0.2118,3.872
0.2120,3.814
0.2122,3.896
0.2124,3.894
0.2126,3.836
0.2128,3.834
0.2130,3.844
0.2132,3.908
0.2134,3.894
0.2136,3.86
0.2138,3.838
0.2140,3.89
0.2142,3.88
0.2144,3.836
0.2146,3.88
0.2148,3.88
0.2150,3.792
0.2152,3.888
0.2154,3.896
0.2156,3.878
0.2158,3.9
0.2160,3.858
0.2162,3.85
0.2164,3.894
0.2166,3.904
0.2168,3.868
0.2170,3.91
0.2172,3.866
0.2174,3.864
0.2176,3.856
0.2178,3.9
0.2180,3.882
0.2182,3.94
0.2184,3.83
0.2186,3.83
0.2188,3.888
0.2190,3.908
0.2192,3.978
0.2194,3.768
0.2196,3.916
0.2198,3.882
0.2200,3.882
0.2202,3.842
0.2204,3.864
0.2206,3.886
0.2208,3.962
0.2210,3.872
0.2212,3.846
0.2214,3.874
0.2216,3.88
0.2218,3.908
0.2220,3.852
0.2222,3.902
0.2224,3.89
0.2226,3.874
0.2228,3.874
0.2230,3.838
0.2232,3.858
0.2234,3.88
0.2236,3.896
0.2238,3.886
0.2240,3.828
0.2242,3.838
0.2244,3.918
0.2246,3.83
0.2248,3.83
0.2250,3.93
0.2252,3.864
0.2254,3.842
0.2256,3.836
0.2258,3.858
0.2260,3.846
0.2262,3.874
0.2264,3.888
0.2266,3.846
0.2268,3.856
0.2270,3.868
0.2272,3.828
0.2274,3.822
0.2276,3.89
0.2278,3.868
0.2280,3.888
0.2282,3.9
0.2284,3.82
0.2286,3.82
0.2288,3.85
0.2290,3.878
0.2292,3.886
0.2294,3.85
0.2296,3.838
0.2298,3.846
0.2300,3.894
0.2302,3.866
0.2304,3.814
0.2306,3.838
0.2308,3.91
0.2310,3.908
0.2312,3.864
0.2314,3.794
0.2316,3.908
0.2318,3.904
0.2320,3.904
0.2322,3.834
0.2324,3.824
0.2326,3.932
0.2328,3.882
0.2330,3.864
0.2332,3.878
0.2334,3.902
0.2336,3.874
0.2338,3.86
0.2340,3.902
0.2342,3.886
0.2344,3.856
0.2346,3.888
0.2348,3.902
0.2350,3.896
0.2352,3.9
0.2354,3.822
0.2356,3.902
0.2358,3.866
0.2360,3.924
0.2362,3.878
0.2364,3.902
0.2366,3.902
0.2368,3.784
0.2370,3.89
0.2372,3.94
0.2374,3.888
0.2376,3.872
0.2378,3.838
0.2380,3.902
0.2382,3.88
0.2384,3.834
0.2386,3.874
0.2388,3.916
0.2390,3.94
0.2392,3.882
0.2394,3.79
0.2396,3.868
0.2398,3.872
0.2400,3.888
0.2402,3.894
0.2404,3.828
0.2406,3.904
0.2408,3.886
0.2410,3.83
0.2412,3.866
0.2414,3.86
0.2416,3.888
0.2418,3.874
0.2420,3.868
0.2422,3.896
0.2424,3.79
0.2426,3.834
0.2428,3.856
0.2430,3.886
0.2432,3.858
0.2434,3.868
0.2436,3.836
0.2438,3.858
0.2440,3.918
0.2442,3.768
0.2444,3.85
0.2446,3.888
0.2448,3.904
0.2450,3.852
0.2452,3.874
0.2454,3.842
0.2456,3.864
0.2458,3.822
0.2460,3.842
0.2462,3.86
0.2464,3.916
0.2466,3.838
0.2468,3.816
0.2470,3.908
0.2472,3.888
0.2474,3.882
0.2476,3.836
0.2478,3.864
0.2480,3.858
0.2482,3.868
0.2484,3.85
0.2486,3.858
0.2488,3.894
0.2490,3.864
0.2492,3.922
0.2494,3.846
0.2496,3.812
0.2498,3.886
0.2500,3.916
0.2502,3.902
0.2504,3.888
0.2506,3.878
0.2508,3.866
0.2510,3.86
0.2512,3.89
0.2514,3.886
0.2516,3.894
0.2518,3.886
0.2520,3.886
0.2522,3.882
0.2524,3.86
0.2526,3.896
0.2528,3.9
0.2530,3.874
0.2532,3.866
0.2534,3.926
0.2536,3.868
0.2538,3.912
0.2540,3.846
0.2542,3.844
0.2544,3.904
0.2546,3.864
0.2548,3.882
0.2550,3.908
0.2552,3.948
0.2554,3.756
0.2556,3.846
0.2558,3.894
0.2560,3.9
0.2562,3.916
0.2564,3.842
0.2566,3.868
0.2568,3.872
0.2570,3.874
0.2572,3.856
0.2574,3.86
0.2576,3.864
0.2578,3.924
0.2580,3.846
0.2582,3.808
0.2584,3.798
0.2586,3.866
0.2588,3.932
0.2590,3.908
0.2592,3.856
0.2594,3.836
0.2596,3.828
0.2598,3.846
0.2600,3.852
0.2602,3.874
0.2604,3.852
0.2606,3.838
0.2608,3.828
0.2610,3.926
0.2612,3.864
0.2614,3.846
0.2616,3.85
0.2618,3.874
0.2620,3.852
0.2622,3.868
0.2624,3.858
0.2626,3.852
0.2628,3.86
0.2630,3.866
0.2632,3.878
0.2634,3.852
0.2636,3.814
0.2638,3.902
0.2640,3.858
0.2642,3.874
0.2644,3.882
0.2646,3.88
0.2648,3.852
0.2650,3.838
0.2652,3.868
0.2654,3.874
0.2656,3.904
0.2658,3.9
0.2660,3.822
0.2662,3.868
0.2664,3.878
0.2666,3.904
0.2668,3.874
0.2670,3.852
0.2672,3.874
0.2674,3.902
0.2676,3.908
0.2678,3.858
0.2680,3.888
0.2682,3.872
0.2684,3.9
0.2686,3.874
0.2688,3.916
0.2690,3.882
0.2692,3.852
0.2694,3.846
0.2696,3.902
0.2698,3.924
0.2700,3.86
0.2702,3.864
0.2704,3.846
0.2706,3.904
0.2708,3.878
0.2710,3.932
0.2712,3.846
0.2714,3.882
0.2716,3.866
0.2718,3.882
0.2720,3.91
0.2722,3.836
0.2724,3.894
0.2726,3.932
0.2728,3.844
0.2730,3.814
0.2732,3.908
0.2734,3.886
0.2736,3.836
0.2738,3.904
0.2740,3.858
0.2742,3.922
0.2744,3.836
0.2746,3.852
0.2748,3.888
0.2750,3.872
0.2752,3.772
0.2754,3.866
0.2756,3.9
0.2758,3.908
0.2760,3.858
0.2762,3.842
0.2764,3.86
0.2766,3.828
0.2768,3.868
0.2770,3.856
0.2772,3.85
0.2774,3.856
0.2776,3.896
0.2778,3.786
0.2780,3.88
0.2782,3.89
0.2784,3.842
0.2786,3.856
0.2788,3.86
0.2790,3.878
0.2792,3.886
0.2794,3.842
0.2796,3.828
0.2798,3.846
0.2800,3.868
0.2802,3.926
0.2804,3.83
0.2806,3.866
0.2808,3.852
0.2810,3.838
0.2812,3.856
0.2814,3.888
0.2816,3.902
0.2818,3.874
0.2820,3.842
0.2822,3.866
0.2824,3.888
0.2826,3.9
0.2828,3.874
0.2830,3.866
0.2832,3.874
0.2834,3.9
0.2836,3.868
0.2838,3.924
0.2840,3.8
0.2842,3.882
0.2844,3.888
0.2846,3.91
0.2848,3.9
0.2850,3.886
0.2852,3.824
0.2854,3.91
0.2856,3.894
0.2858,3.912
0.2860,3.844
0.2862,3.86
0.2864,3.91
0.2866,3.932
0.2868,3.94
0.2870,3.814
0.2872,3.86
0.2874,3.86
0.2876,3.918
0.2878,3.912
0.2880,3.91
0.2882,3.842
0.2884,3.824
0.2886,3.904
0.2888,3.926
0.2890,3.912
0.2892,3.842
0.2894,3.82
0.2896,3.902
0.2898,3.842
0.2900,3.9
0.2902,3.916
0.2904,3.846
0.2906,3.864
0.2908,3.89
0.2912,3.84
0.2914,3.86
0.2916,3.86
0.2918,3.868
0.2920,3.83
0.2922,3.84
0.2924,3.876
0.2926,3.862
0.2928,3.868
0.2930,3.862
0.2932,3.876
0.2934,3.836
0.2936,3.852
0.2938,3.814
0.2940,3.882
0.2942,3.896
0.2944,3.824
0.2946,3.912
0.2948,3.8
0.2950,3.884
0.2952,3.818
0.2954,3.906
0.2956,3.86
0.2958,3.836
0.2960,3.88
0.2962,3.852
0.2964,3.91
0.2966,3.826
0.2968,3.816
0.2970,3.838
0.2972,3.902
0.2974,3.884
0.2976,3.848
0.2978,3.832
0.2980,3.866
0.2982,3.882
0.2984,3.934
0.2986,3.876
0.2988,3.822
0.2990,3.792
0.2992,3.902
0.2994,3.884
0.2996,3.896
0.2998,3.874
0.3000,3.918
0.3002,3.912
0.3004,3.868
0.3006,3.868
0.3008,3.788
0.3010,3.926
0.3012,3.92
0.3014,3.88
0.3016,3.87
0.3018,3.868
0.3020,3.876
0.3022,3.932
0.3024,3.874
0.3026,3.912
0.3028,3.838
0.3030,3.884
0.3032,3.89
0.3034,3.884
0.3036,3.884
0.3038,3.86
0.3040,3.882
0.3042,3.896
0.3044,3.906
0.3046,3.832
0.3048,3.874
0.3050,3.928
0.3052,3.866
0.3054,3.87
0.3056,3.832
0.3058,3.858
0.3060,3.906
0.3062,3.882
0.3064,3.91
0.3066,3.8
0.3068,3.854
0.3070,3.852
0.3072,3.94
0.3074,3.912
0.3076,3.808
0.3078,3.868
0.3080,3.89
0.3082,3.854
0.3084,3.846
0.3086,3.854
0.3088,3.882
0.3090,3.844
0.3092,3.84
0.3094,3.882
0.3096,3.868
0.3098,3.848
0.3100,3.89
0.3102,3.83
